623136	|	623140	|	Syntrophaceae	|	family	|	silva:U81674/#5,ncbi:213468,worms:570204,gbif:4877,irmng:115435	|		|		|	
872663	|	1007130	|	Polyangiaceae	|	family	|	silva:M94275/#5,ncbi:49,worms:571042,gbif:4876,irmng:108791	|		|	sibling_higher	|	
939421	|	1007130	|	Cystobacteraceae	|	family	|	silva:M94276/#5,ncbi:39,worms:571128,gbif:4306455,gbif:4875,irmng:109743,irmng:108707	|		|	sibling_higher	|	
94318	|	1007130	|	Haliangiaceae	|	family	|	silva:AB016470/#5,ncbi:224464,worms:393221,gbif:8942,gbif:8943,irmng:105089,irmng:104637	|		|	sibling_higher	|	
94316	|	1007130	|	Nannocystaceae	|	family	|	silva:AB083432/#5,ncbi:224463,worms:392756,gbif:8945,irmng:104898	|		|	sibling_higher	|	
5904324	|	5249052	|	Pseudobacteriovoracaceae	|	family	|	ncbi:1769745	|		|	sibling_higher	|	
939441	|	1007130	|	Myxococcaceae	|	family	|	silva:AB218205/#5,ncbi:31,worms:570956,gbif:8944,irmng:107396	|		|	sibling_higher	|	
203809	|	1007130	|	Sandaracinaceae	|	family	|	silva:AB246769/#5,ncbi:1055686,gbif:7943821	|		|	sibling_higher	|	
914477	|	1007130	|	Phaselicystidaceae	|	family	|	silva:AB246771/#5,ncbi:651809,gbif:7665074	|		|	sibling_higher	|	
38916	|	38914	|	Desulfarculaceae	|	family	|	silva:U85477/#5,ncbi:453228,worms:571144,gbif:8934,irmng:104619	|		|		|	
926460	|	371464	|	Desulfurellaceae	|	family	|	silva:X72768/#5,ncbi:117942,worms:570099,gbif:8940,irmng:112201	|		|		|	
647484	|	630478	|	Bacteriovoracaceae	|	family	|	silva:AB013266/#5,ncbi:263369,worms:570028,gbif:8933,irmng:112943	|		|	sibling_higher	|	
469981	|	630478	|	Bdellovibrionaceae	|	family	|	silva:AB286348/#5,ncbi:213483,worms:570032,gbif:8932,irmng:112944	|		|	sibling_higher	|	
12761	|	109210	|	Syntrophorhabdaceae	|	family	|	silva:AB212873/#5,ncbi:513556,gbif:7913708	|		|	sibling_higher	|	
5904327	|	5904326	|	Bradymonadaceae	|	family	|	ncbi:1779135	|		|		|	
5997717	|	109210	|	Candidatus Desulfofervidaceae	|	family	|	ncbi:1902584	|		|	sibling_higher	|	
1033810	|	862644	|	Campylobacteraceae	|	family	|	silva:D83060/#5,ncbi:72294,worms:570217,gbif:8947,irmng:106755	|		|		|	
1033801	|	862644	|	Helicobacteraceae	|	family	|	silva:E47164/#5,ncbi:72293,worms:393211,gbif:4878,irmng:112515	|		|		|	
448000	|	862644	|	Hydrogenimonaceae	|	family	|	silva:AB105048/#5,ncbi:292630,worms:570231,gbif:8948,irmng:104862	|		|		|	
94323	|	520961	|	Nautiliaceae	|	family	|	silva:L35522/#5,ncbi:224467,worms:570235,gbif:4880,irmng:104805	|		|		|	
804602	|	423329	|	Mariprofundaceae	|	family	|	silva:AB250563/#5,ncbi:580372,worms:570890,gbif:5905992,irmng:121681	|		|		|	
589414	|	1068893	|	Bacillaceae	|	family	|	silva:A45315/#5,ncbi:186817,worms:393161,gbif:8113,irmng:109745	|		|		|	
